,Location,Total Cases,Total Deaths,Total Recovered
13335,Sulawesi Barat,5373,113,5136
13336,Sulawesi Selatan,59874,910,58182
13337,Sulawesi Tengah,11351,300,10270
13338,Sulawesi Tenggara,10283,205,9643
13339,Sulawesi Utara,15387,501,12483
13340,Sumatera Barat,32206,694,30139
13341,Sumatera Selatan,18069,849,15764
13342,Sumatera Utara,27695,919,24379
13343,Aceh,9946,398,8116
13344,Bali,40844,1173,38092
13345,Banten,44371,1164,41647
13346,Bengkulu,5577,158,5129
13347,DKI Jakarta,387470,6387,375157
13348,Daerah Istimewa Yogyakarta,34511,834,28796
13349,Gorontalo,5211,150,4871
13351,Jambi,6465,95,5205
13352,Jawa Barat,255947,3373,227881
13353,Jawa Tengah,171822,7595,130581
13354,Jawa Timur,141073,10051,128859
13355,Kalimantan Barat,6127,34,5564
13356,Kalimantan Selatan,29177,854,25338
13357,Kalimantan Tengah,17765,395,14560
13358,Kalimantan Timur,64694,1551,60301
13359,Kalimantan Utara,11296,177,9600
13360,Kepulauan Bangka Belitung,9817,164,8822
13361,Kepulauan Riau,9381,230,8792
13362,Lampung,14272,771,12966
13363,Maluku,7386,112,6897
13364,Maluku Utara,4340,120,3681
13365,Nusa Tenggara Barat,9705,360,7520
13366,Nusa Tenggara Timur,12669,344,10579
13367,Papua,19728,250,10639
13368,Papua Barat,8426,136,7883
13369,Riau,35787,884,33325
13370,Sulawesi Barat,5374,114,5147
13371,Sulawesi Selatan,60083,910,58310
13372,Sulawesi Tengah,11367,301,10317
13373,Sulawesi Tenggara,10293,206,9674
13374,Sulawesi Utara,15398,501,12484
13375,Sumatera Barat,32311,698,30254
13376,Sumatera Selatan,18118,853,15821
13377,Sumatera Utara,27772,924,24453
13378,Aceh,9985,398,8137
13379,Bali,41054,1182,38245
13380,Banten,44534,1165,41775
13381,Bengkulu,5619,158,5149
13382,DKI Jakarta,388332,6396,375852
13383,Daerah Istimewa Yogyakarta,34783,835,28996
13384,Gorontalo,5227,150,4875
13386,Jambi,6512,96,5231
13387,Jawa Barat,256874,3376,228658
13388,Jawa Tengah,172357,7604,132855
13389,Jawa Timur,141419,10096,129228
13390,Kalimantan Barat,6167,34,5619
13391,Kalimantan Selatan,29317,857,25460
13392,Kalimantan Tengah,17846,397,14727
13393,Kalimantan Timur,64857,1558,60732
13394,Kalimantan Utara,11302,178,9638
13395,Kepulauan Bangka Belitung,9889,165,8891
13396,Kepulauan Riau,9415,231,8813
13397,Lampung,14316,772,12995
13398,Maluku,7392,112,6921
13399,Maluku Utara,4351,120,3685
13400,Nusa Tenggara Barat,9731,360,7530
13401,Nusa Tenggara Timur,12684,345,10585
13402,Papua,19788,250,10659
13403,Papua Barat,8452,139,7909
13404,Riau,36009,888,33441
13405,Sulawesi Barat,5375,114,5176
13406,Sulawesi Selatan,60310,910,58555
13407,Sulawesi Tengah,11424,303,10344
13408,Sulawesi Tenggara,10298,206,9675
13409,Sulawesi Utara,15404,501,12513
13410,Sumatera Barat,32440,698,30375
13411,Sumatera Selatan,18188,856,15881
13412,Sumatera Utara,27848,925,24549
13413,Aceh,10027,399,8144
13414,Bali,41259,1191,38453
13415,Banten,44655,1166,41813
13416,Bengkulu,5687,158,5164
13417,DKI Jakarta,389570,6400,376337
13418,Daerah Istimewa Yogyakarta,35003,840,29206
13419,Gorontalo,5227,150,4878
13421,Jambi,6562,96,5258
13422,Jawa Barat,257478,3389,229948
13423,Jawa Tengah,173155,7642,135537
13424,Jawa Timur,141717,10122,129447
13425,Kalimantan Barat,6211,34,5670
13426,Kalimantan Selatan,29618,864,25958
13427,Kalimantan Tengah,17910,398,14735
13428,Kalimantan Timur,65010,1559,60929
13429,Kalimantan Utara,11302,178,9638
13430,Kepulauan Bangka Belitung,9984,165,9025
13431,Kepulauan Riau,9441,233,8831
13432,Lampung,14355,774,13027
13433,Maluku,7401,112,6928
13434,Maluku Utara,4353,120,3711
13435,Nusa Tenggara Barat,9774,361,7535
13436,Nusa Tenggara Timur,12713,348,10590
13437,Papua,19863,252,10689
13438,Papua Barat,8483,140,7949
13439,Riau,36309,894,33587
13440,Sulawesi Barat,5378,114,5205
13441,Sulawesi Selatan,60463,910,58815
13442,Sulawesi Tengah,11447,305,10403
13443,Sulawesi Tenggara,10314,206,9679
13444,Sulawesi Utara,15415,502,12515
13445,Sumatera Barat,32655,708,30568
13446,Sumatera Selatan,18278,862,16013
13447,Sumatera Utara,27919,927,24630
13448,Aceh,10055,400,8150
13449,Bali,41466,1199,38611
13450,Banten,44798,1170,41874
13451,Bengkulu,5734,158,5196
13452,DKI Jakarta,390583,6410,376960
13453,Daerah Istimewa Yogyakarta,35225,846,29357
13454,Gorontalo,5242,150,4883
13456,Jambi,6612,96,5286
13457,Jawa Barat,258437,3411,230548
13458,Jawa Tengah,173725,7669,138289
13459,Jawa Timur,142026,10141,129697
13460,Kalimantan Barat,6288,34,5714
13461,Kalimantan Selatan,29899,869,26132
13462,Kalimantan Tengah,18021,400,14764
13463,Kalimantan Timur,65215,1560,61167
13464,Kalimantan Utara,11344,179,9704
13465,Kepulauan Bangka Belitung,10055,167,9070
13466,Kepulauan Riau,9499,234,8836
13467,Lampung,14404,774,13043
13468,Maluku,7403,112,6932
13469,Maluku Utara,4353,120,3717
13470,Nusa Tenggara Barat,9799,361,7535
13471,Nusa Tenggara Timur,12755,349,11201
13472,Papua,19929,252,10726
13473,Papua Barat,8510,140,7977
13474,Riau,36540,898,33713
13475,Sulawesi Barat,5384,114,5211
13476,Sulawesi Selatan,60543,912,59021
13477,Sulawesi Tengah,11502,306,10435
13478,Sulawesi Tenggara,10315,206,9698
13479,Sulawesi Utara,15415,502,12515
13480,Sumatera Barat,32800,710,30635
13481,Sumatera Selatan,18357,865,16131
13482,Sumatera Utara,27998,928,24707
13483,Aceh,10075,403,8155
13484,Bali,41619,1203,38746
13485,Banten,44897,1172,41899
13486,Bengkulu,5750,158,5215
13487,DKI Jakarta,391560,6417,377816
13488,Daerah Istimewa Yogyakarta,35455,853,29534
13489,Gorontalo,5249,150,4884
13491,Jambi,6620,96,5328
13492,Jawa Barat,259546,3419,231065
13493,Jawa Tengah,174006,7669,138581
13494,Jawa Timur,142303,10169,129923
13495,Kalimantan Barat,6361,34,5759
13496,Kalimantan Selatan,30156,873,26357
13497,Kalimantan Tengah,18135,405,14879
13498,Kalimantan Timur,65402,1565,61414
13499,Kalimantan Utara,11371,179,9715
13500,Kepulauan Bangka Belitung,10109,169,9162
13501,Kepulauan Riau,9524,235,8865
13502,Lampung,14458,776,13065
13503,Maluku,7404,112,6935
13504,Maluku Utara,4357,120,3721
13505,Nusa Tenggara Barat,9816,361,7555
13506,Nusa Tenggara Timur,12800,349,11204
13507,Papua,20002,253,10726
13508,Papua Barat,8525,140,8001
13509,Riau,36805,899,33855
13510,Sulawesi Barat,5387,114,5211
13511,Sulawesi Selatan,60639,913,59104
13512,Sulawesi Tengah,11522,307,10458
13513,Sulawesi Tenggara,10316,206,9698
13514,Sulawesi Utara,15416,502,12521
13515,Sumatera Barat,32955,715,30689
13516,Sumatera Selatan,18451,877,16230
13517,Sumatera Utara,28076,930,24791
13518,Aceh,10082,403,8155
13519,Bali,41734,1203,38854
13520,Banten,45002,1173,41964
13521,Bengkulu,5795,158,5245
13522,DKI Jakarta,392591,6424,379212
13523,Daerah Istimewa Yogyakarta,35585,859,29737
13524,Gorontalo,5259,150,4884
13526,Jambi,6640,97,5337
13527,Jawa Barat,260309,3424,231784
13528,Jawa Tengah,174212,7691,138940
13529,Jawa Timur,142551,10192,130263
13530,Kalimantan Barat,6413,34,5802
13531,Kalimantan Selatan,30397,873,26647
13532,Kalimantan Tengah,18278,405,15212
13533,Kalimantan Timur,65604,1572,61665
13534,Kalimantan Utara,11381,179,9766
13535,Kepulauan Bangka Belitung,10292,171,9304
13536,Kepulauan Riau,9562,235,8872
13537,Lampung,14510,776,13107
13538,Maluku,7411,112,6968
13539,Maluku Utara,4357,120,3815
13540,Nusa Tenggara Barat,9835,361,7558
13541,Nusa Tenggara Timur,12800,349,11206
13542,Papua,20022,254,10765
13543,Papua Barat,8535,140,8010
13544,Riau,36996,904,33990
13545,Sulawesi Barat,5387,114,5212
13546,Sulawesi Selatan,60669,913,59234
13547,Sulawesi Tengah,11530,308,10497
13548,Sulawesi Tenggara,10318,206,9698
13549,Sulawesi Utara,15430,502,12664
13550,Sumatera Barat,33069,716,30842
13551,Sumatera Selatan,18503,877,16323
13552,Sumatera Utara,28151,932,24864
13553,Aceh,10106,405,8172
13554,Bali,41903,1212,39031
13555,Banten,45333,1175,42169
13556,Bengkulu,5801,160,5272
13557,DKI Jakarta,393283,6431,380569
13558,Daerah Istimewa Yogyakarta,35716,862,30002
13559,Gorontalo,5260,150,4892
13561,Jambi,6645,97,5345
13562,Jawa Barat,261512,3451,232153
13563,Jawa Tengah,174953,7705,140193
13564,Jawa Timur,142801,10227,130514
13565,Kalimantan Barat,6413,34,5802
13566,Kalimantan Selatan,30479,877,26831
13567,Kalimantan Tengah,18354,406,15351
13568,Kalimantan Timur,65701,1579,61827
13569,Kalimantan Utara,11398,179,9943
13570,Kepulauan Bangka Belitung,10373,173,9361
13571,Kepulauan Riau,9586,237,8921
13572,Lampung,14578,776,13123
13573,Maluku,7435,112,6972
13574,Maluku Utara,4357,120,3835
13575,Nusa Tenggara Barat,9867,361,7558
13576,Nusa Tenggara Timur,12842,349,11364
13577,Papua,20052,254,10832
13578,Papua Barat,8543,140,8020
13579,Riau,37142,910,34084
13580,Sulawesi Barat,5390,115,5213
13581,Sulawesi Selatan,60712,913,59281
13582,Sulawesi Tengah,11579,308,10590
13583,Sulawesi Tenggara,10319,206,9717
13584,Sulawesi Utara,15430,502,12667
13585,Sumatera Barat,33126,718,30892
13586,Sumatera Selatan,18566,882,16448
13587,Sumatera Utara,28220,935,24940
13588,Aceh,10134,405,8207
13589,Bali,42053,1218,39151
13590,Banten,45516,1176,42321
13591,Bengkulu,5826,160,5292
13592,DKI Jakarta,394111,6437,381469
13593,Daerah Istimewa Yogyakarta,35948,869,30233
13594,Gorontalo,5276,153,4918
13596,Jambi,6685,97,5399
13597,Jawa Barat,262836,3472,233184
13598,Jawa Tengah,175813,7720,142211
13599,Jawa Timur,143049,10260,130738
13600,Kalimantan Barat,6493,34,5851
13601,Kalimantan Selatan,30621,882,26955
13602,Kalimantan Tengah,18461,406,15428
13603,Kalimantan Timur,65859,1580,62041
13604,Kalimantan Utara,11412,180,10078
13605,Kepulauan Bangka Belitung,10490,173,9427
13606,Kepulauan Riau,9673,238,8943
13607,Lampung,14657,776,13127
13608,Maluku,7437,115,6974
13609,Maluku Utara,4360,120,3845
13610,Nusa Tenggara Barat,9872,362,7610
13611,Nusa Tenggara Timur,12958,349,11373
13612,Papua,20064,256,10833
13613,Papua Barat,8604,141,8042
13614,Riau,37395,917,34280
13615,Sulawesi Barat,5396,115,5215
13616,Sulawesi Selatan,60806,913,59361
13617,Sulawesi Tengah,11634,309,10653
13618,Sulawesi Tenggara,10321,206,9722
13619,Sulawesi Utara,15445,502,12672
13620,Sumatera Barat,33227,722,31054
13621,Sumatera Selatan,18626,887,16569
13622,Sumatera Utara,28287,937,25010
13623,Aceh,10160,405,8228
13624,Bali,42174,1220,39217
13625,Banten,45602,1177,42423
13626,Bengkulu,5841,160,5318
13627,DKI Jakarta,394772,6444,382083
13628,Daerah Istimewa Yogyakarta,36240,874,30523
13629,Gorontalo,5283,156,4931
13631,Jambi,6736,97,5431
13632,Jawa Barat,264382,3490,234029
13633,Jawa Tengah,176530,7741,143956
13634,Jawa Timur,143311,10286,131011
13635,Kalimantan Barat,6585,35,5907
13636,Kalimantan Selatan,30877,883,27109
13637,Kalimantan Tengah,18543,420,15965
13638,Kalimantan Timur,66055,1583,62226
13639,Kalimantan Utara,11429,180,10169
13640,Kepulauan Bangka Belitung,10634,173,9461
13641,Kepulauan Riau,9718,238,8958
13642,Lampung,14715,779,13184
13643,Maluku,7455,115,6975
13644,Maluku Utara,4366,120,3862
13645,Nusa Tenggara Barat,9892,362,7614
13646,Nusa Tenggara Timur,13013,350,11378
13647,Papua,20064,256,10870
13648,Papua Barat,8634,141,8066
13649,Riau,37730,928,34442
13650,Sulawesi Barat,5397,116,5215
13651,Sulawesi Selatan,60924,913,59397
13652,Sulawesi Tengah,11695,309,10729
13653,Sulawesi Tenggara,10323,206,9734
13654,Sulawesi Utara,15448,502,12675
13655,Sumatera Barat,33401,725,31222
13656,Sumatera Selatan,18704,892,16656
13657,Sumatera Utara,28347,941,25081
13658,Aceh,10200,406,8329
13659,Bali,42376,1225,39360
13660,Banten,45683,1178,42518
13661,Bengkulu,5887,162,5338
13662,DKI Jakarta,396102,6450,382773
13663,Daerah Istimewa Yogyakarta,36461,879,30790
13664,Gorontalo,5299,157,4943
13666,Jambi,6785,97,5501
13667,Jawa Barat,265735,3526,235390
13668,Jawa Tengah,177370,7777,146052
13669,Jawa Timur,143605,10313,131239
13670,Kalimantan Barat,6673,35,5958
13671,Kalimantan Selatan,31098,889,27346
13672,Kalimantan Tengah,18628,421,15998
13673,Kalimantan Timur,66240,1588,62493
13674,Kalimantan Utara,11457,180,10189
13675,Kepulauan Bangka Belitung,10822,175,9577
13676,Kepulauan Riau,9847,238,8968
13677,Lampung,14763,781,13205
13678,Maluku,7455,115,6975
13679,Maluku Utara,4369,120,3910
13680,Nusa Tenggara Barat,9923,362,7614
13681,Nusa Tenggara Timur,13065,355,11498
13682,Papua,20127,256,10900
13683,Papua Barat,8648,141,8077
13684,Riau,37999,938,34548
13685,Sulawesi Barat,5398,116,5216
13686,Sulawesi Selatan,61017,913,59453
13687,Sulawesi Tengah,11722,310,10804
13688,Sulawesi Tenggara,10325,206,9734
13689,Sulawesi Utara,15473,502,12693
13690,Sumatera Barat,33559,730,31375
13691,Sumatera Selatan,18767,898,16784
13692,Sumatera Utara,28415,942,25155
13693,Aceh,10222,406,8450
13694,Bali,42587,1229,39654
13695,Banten,45835,1181,42572
13696,Bengkulu,5942,162,5368
13697,DKI Jakarta,397082,6468,383644
13698,Daerah Istimewa Yogyakarta,36679,885,30991
13699,Gorontalo,5306,157,4943
13701,Jambi,6838,97,5546
13702,Jawa Barat,266707,3532,236093
13703,Jawa Tengah,178039,7805,147903
13704,Jawa Timur,143895,10337,131549
13705,Kalimantan Barat,6771,35,6003
13706,Kalimantan Selatan,31251,895,27561
13707,Kalimantan Tengah,18744,422,16056
13708,Kalimantan Timur,66367,1589,62731
13709,Kalimantan Utara,11464,181,10199
13710,Kepulauan Bangka Belitung,10968,177,9636
13711,Kepulauan Riau,9913,240,8980
13712,Lampung,14830,781,13212
13713,Maluku,7460,115,7001
13714,Maluku Utara,4371,120,3910
13715,Nusa Tenggara Barat,10009,362,7618
13716,Nusa Tenggara Timur,13196,355,11543
13717,Papua,20171,256,10941
13718,Papua Barat,8676,141,8108
13719,Riau,38234,944,34742
13720,Sulawesi Barat,5402,117,5221
13721,Sulawesi Selatan,61062,915,59514
13722,Sulawesi Tengah,11748,314,10831
13723,Sulawesi Tenggara,10331,206,9760
13724,Sulawesi Utara,15479,502,12694
13725,Sumatera Barat,33727,734,31537
13726,Sumatera Selatan,18844,899,16852
13727,Sumatera Utara,28481,945,25223
13728,Aceh,10257,407,8563
13729,Bali,42756,1240,39834
13730,Banten,45937,1190,42649
13731,Bengkulu,5996,163,5397
13732,DKI Jakarta,398119,6486,384643
13733,Daerah Istimewa Yogyakarta,36837,894,31272
13734,Gorontalo,5318,158,4963
13736,Jambi,6906,99,5589
13737,Jawa Barat,267601,3543,236843
13738,Jawa Tengah,178559,7807,149685
13739,Jawa Timur,144180,10364,131799
13740,Kalimantan Barat,6868,37,6049
13741,Kalimantan Selatan,31407,897,27848
13742,Kalimantan Tengah,18861,427,16079
13743,Kalimantan Timur,66576,1593,62935
13744,Kalimantan Utara,11479,181,10220
13745,Kepulauan Bangka Belitung,11062,179,9682
13746,Kepulauan Riau,9982,240,9017
13747,Lampung,14900,781,13216
13748,Maluku,7473,115,7014
13749,Maluku Utara,4377,120,3955
13750,Nusa Tenggara Barat,10042,366,7645
13751,Nusa Tenggara Timur,13220,357,11600
13752,Papua,20184,256,10975
13753,Papua Barat,8703,141,8158
13754,Riau,38554,950,34957
13755,Sulawesi Barat,5403,117,5222
13756,Sulawesi Selatan,61097,915,59529
13757,Sulawesi Tengah,11818,315,10831
13758,Sulawesi Tenggara,10335,206,9762
13759,Sulawesi Utara,15482,502,12695
13760,Sumatera Barat,33933,741,31677
13761,Sumatera Selatan,18970,904,16949
13762,Sumatera Utara,28544,946,25297
13763,Aceh,10300,408,8663
13764,Bali,42928,1248,40046
13765,Banten,45987,1190,42898
13766,Bengkulu,6091,164,5432
13767,DKI Jakarta,399069,6499,385630
13768,Daerah Istimewa Yogyakarta,36980,900,31497
13769,Gorontalo,5325,158,4970
13771,Jambi,6954,99,5614
13772,Jawa Barat,268483,3554,237296
13773,Jawa Tengah,178957,7815,151019
13774,Jawa Timur,144419,10384,132022
13775,Kalimantan Barat,6946,37,6091
13776,Kalimantan Selatan,31593,900,27990
13777,Kalimantan Tengah,18953,429,16089
13778,Kalimantan Timur,66762,1596,63133
13779,Kalimantan Utara,11534,181,10234
13780,Kepulauan Bangka Belitung,11176,180,9729
13781,Kepulauan Riau,10070,240,9019
13782,Lampung,14988,785,13221
13783,Maluku,7486,115,7019
13784,Maluku Utara,4381,120,3955
13785,Nusa Tenggara Barat,10042,366,7646
13786,Nusa Tenggara Timur,13224,358,11609
13787,Papua,20190,257,11023
13788,Papua Barat,8720,142,8195
13789,Riau,38884,958,35234
13790,Sulawesi Barat,5404,117,5226
13791,Sulawesi Selatan,61119,915,59539
13792,Sulawesi Tengah,11825,317,10839
13793,Sulawesi Tenggara,10347,206,9766
13794,Sulawesi Utara,15484,502,12706
13795,Sumatera Barat,34137,744,31776
13796,Sumatera Selatan,19071,906,17013
13797,Sumatera Utara,28605,947,25366
13798,Aceh,10313,409,8764
13799,Bali,43082,1258,40277
13800,Banten,46062,1191,42934
13801,Bengkulu,6118,165,5466
13802,DKI Jakarta,400042,6513,386601
13803,Daerah Istimewa Yogyakarta,37150,906,31665
13804,Gorontalo,5325,159,4977
13806,Jambi,6979,100,5644
13807,Jawa Barat,269778,3570,238308
13808,Jawa Tengah,179640,7831,152867
13809,Jawa Timur,144673,10414,132257
13810,Kalimantan Barat,6946,37,6091
13811,Kalimantan Selatan,31624,902,28102
13812,Kalimantan Tengah,19031,430,16267
13813,Kalimantan Timur,66878,1603,63303
13814,Kalimantan Utara,11551,182,10553
13815,Kepulauan Bangka Belitung,11252,184,9899
13816,Kepulauan Riau,10096,241,9090
13817,Lampung,15079,791,13256
13818,Maluku,7488,115,7025
13819,Maluku Utara,4382,120,4000
13820,Nusa Tenggara Barat,10094,366,7652
13821,Nusa Tenggara Timur,13250,358,11656
13822,Papua,20219,257,11073
13823,Papua Barat,8728,143,8214
13824,Riau,39111,967,35436
13825,Sulawesi Barat,5408,117,5226
13826,Sulawesi Selatan,61136,916,59567
13827,Sulawesi Tengah,11906,317,10895
13828,Sulawesi Tenggara,10353,206,9771
13829,Sulawesi Utara,15490,502,12762
13830,Sumatera Barat,34226,747,31835
13831,Sumatera Selatan,19182,915,17108
13832,Sumatera Utara,28674,950,25427
13833,Aceh,10365,415,8877
13834,Bali,43289,1268,40508
13835,Banten,46171,1192,42973
13836,Bengkulu,6168,165,5497
13837,DKI Jakarta,400502,6527,387498
13838,Daerah Istimewa Yogyakarta,37360,910,31908
13839,Gorontalo,5334,160,4979
13841,Jambi,7053,102,5686
13842,Jawa Barat,271193,3586,238869
13843,Jawa Tengah,180326,7899,155179
13844,Jawa Timur,144930,10452,132469
13845,Kalimantan Barat,7023,37,6150
13846,Kalimantan Selatan,31771,906,28244
13847,Kalimantan Tengah,19173,431,16291
13848,Kalimantan Timur,67027,1607,63477
13849,Kalimantan Utara,11575,186,10782
13850,Kepulauan Bangka Belitung,11404,186,10028
13851,Kepulauan Riau,10182,241,9126
13852,Lampung,15186,794,13289
13853,Maluku,7489,115,7029
13854,Maluku Utara,4387,120,4014
13855,Nusa Tenggara Barat,10112,366,7652
13856,Nusa Tenggara Timur,13498,361,11994
13857,Papua,20234,258,11098
13858,Papua Barat,8741,143,8240
13859,Riau,39521,981,35648
13860,Sulawesi Barat,5414,117,5227
13861,Sulawesi Selatan,61214,916,59650
13862,Sulawesi Tengah,11921,318,10963
13863,Sulawesi Tenggara,10361,208,9787
13864,Sulawesi Utara,15492,502,12762
13865,Sumatera Barat,34402,753,31981
13866,Sumatera Selatan,19275,930,17167
13867,Sumatera Utara,28741,952,25494
13868,Aceh,10429,417,8990
13869,Bali,43485,1277,40661
13870,Banten,46241,1194,43140
13871,Bengkulu,6254,166,5537
13872,DKI Jakarta,401104,6539,388071
13873,Daerah Istimewa Yogyakarta,37589,919,32150
13874,Gorontalo,5334,161,4983
13876,Jambi,7109,102,5712
13877,Jawa Barat,272205,3602,240333
13878,Jawa Tengah,181001,7980,157221
13879,Jawa Timur,145234,10480,132696
13880,Kalimantan Barat,7121,40,6210
13881,Kalimantan Selatan,31866,911,28523
13882,Kalimantan Tengah,19270,433,16352
13883,Kalimantan Timur,67214,1609,63622
13884,Kalimantan Utara,11585,186,10858
13885,Kepulauan Bangka Belitung,11566,186,10102
13886,Kepulauan Riau,10242,243,9143
13887,Lampung,15274,796,13329
13888,Maluku,7499,116,7031
13889,Maluku Utara,4398,120,4073
13890,Nusa Tenggara Barat,10154,366,7670
13891,Nusa Tenggara Timur,13782,361,11994
13892,Papua,20258,258,11098
13893,Papua Barat,8753,143,8250
13894,Riau,39981,985,35881
13895,Sulawesi Barat,5424,117,5227
13896,Sulawesi Selatan,61279,919,59692
13897,Sulawesi Tengah,11947,321,11026
13898,Sulawesi Tenggara,10362,209,9800
13899,Sulawesi Utara,15493,502,12773
13900,Sumatera Barat,34916,761,32087
13901,Sumatera Selatan,19387,933,17257
13902,Sumatera Utara,28809,953,25554
13903,Aceh,10516,419,9095
13904,Bali,43653,1285,40893
13905,Banten,46343,1195,43233
13906,Bengkulu,6274,166,5558
13907,DKI Jakarta,402370,6550,388723
13908,Daerah Istimewa Yogyakarta,37846,927,32424
13909,Gorontalo,5340,161,4985
13911,Jambi,7196,104,5753
13912,Jawa Barat,273537,3616,241088
13913,Jawa Tengah,181606,8017,158876
13914,Jawa Timur,145524,10505,132931
13915,Kalimantan Barat,7220,42,6260
13916,Kalimantan Selatan,32072,916,28733
13917,Kalimantan Tengah,19341,434,16357
13918,Kalimantan Timur,67394,1612,63765
13919,Kalimantan Utara,11609,186,10871
13920,Kepulauan Bangka Belitung,11699,188,10193
13921,Kepulauan Riau,10327,244,9175
13922,Lampung,15337,797,13359
13923,Maluku,7499,116,7031
13924,Maluku Utara,4399,120,4086
13925,Nusa Tenggara Barat,10170,367,7670
13926,Nusa Tenggara Timur,13907,362,12058
13927,Papua,20271,258,11145
13928,Papua Barat,8783,143,8286
13929,Riau,40400,997,36038
13930,Sulawesi Barat,5431,117,5228
